,long,lat,sr
0,-180.0,-39.0,162.43181609239275
1,-180.0,-38.5,162.65514753778763
2,-180.0,-37.5,159.06419666034773
3,-180.0,-37.0,154.65933871467962
4,-180.0,-36.5,152.27605293443753
5,-180.0,-36.0,149.65835025359365
6,-180.0,-35.5,150.84983047983323
7,-180.0,-35.0,152.08716426074048
8,-180.0,-34.5,156.47746979431534
9,-180.0,-34.0,149.85755226199677
10,-180.0,-33.5,147.60871762344945
11,-180.0,-33.0,160.82958311667744
12,-180.0,-32.5,157.47576374401422
13,-180.0,-32.0,153.3666742769583
14,-180.0,-31.5,167.91084038185278
15,-180.0,-30.5,151.09748935402712
16,-180.0,-30.0,152.70032881764618
17,-180.0,-29.5,149.35113447717774
18,-180.0,-29.0,150.2637480526812
19,-180.0,-28.5,149.4020933009453
20,-180.0,-27.5,148.29640393202553
21,-180.0,-27.0,148.35677968946888
22,-180.0,-26.5,158.06931016856305
23,-180.0,-26.0,149.6474846987843
24,-180.0,-25.5,147.91950764287873
25,-180.0,-25.0,150.81588154195185
26,-180.0,-24.5,155.55067764938474
27,-180.0,-24.0,152.81581411577102
28,-180.0,-23.5,151.74910943929126
29,-180.0,-23.0,159.80496699611294
30,-180.0,-22.5,147.94447409906033
31,-180.0,-22.0,147.2231111550462
32,-180.0,-21.5,152.28533458852684
33,-180.0,-21.0,149.6323114337537
34,-180.0,-20.5,149.80947526375283
35,-180.0,-20.0,150.71526295261705
36,-180.0,-19.5,148.98288218927578
37,-180.0,-19.0,147.26180487449625
38,-180.0,-18.0,151.30066783349713
39,-180.0,-17.5,150.9210095344817
40,-180.0,-17.0,152.52994355425542
41,-180.0,-16.5,159.32517528348694
42,-180.0,-16.0,150.405021343467
43,-180.0,-15.5,162.15798287011654
44,-180.0,-15.0,147.10130408885553
45,-180.0,-14.5,161.17086492838993
46,-180.0,-13.0,156.79038842533924
47,-180.0,-12.5,151.83614413330497
48,-180.0,-12.0,153.40211147344607
49,-180.0,-10.5,152.20372074612297
50,-180.0,-10.0,151.82191186182473
51,-180.0,-9.0,156.39805921988602
52,-180.0,-8.5,154.65065143563558
53,-180.0,-8.0,157.61763387072818
54,-180.0,-7.5,157.25100473899042
55,-180.0,-7.0,154.37755199877637
56,-180.0,-6.5,154.26182542817227
57,-180.0,-6.0,154.74857036408744
58,-180.0,-5.5,156.14344254371736
59,-180.0,-5.0,153.9144154484669
60,-180.0,-4.5,152.864091293759
61,-180.0,-4.0,152.2836229649001
62,-180.0,-3.5,156.13177348872026
63,-180.0,-3.0,153.3232876639391
64,-180.0,-2.5,152.06392013255612
65,-180.0,-2.0,152.75466094148297
66,-180.0,-1.5,151.94048057260832
67,-180.0,-0.5,150.3887011083563
68,-180.0,0.0,156.3661161355886
69,-180.0,1.0,155.46818739923697
70,-180.0,1.5,154.04915100450603
71,-180.0,2.5,160.66455446225407
72,-180.0,3.0,148.3139041148567
73,-180.0,3.5,148.02867369796311
74,-180.0,4.0,154.05746911136302
75,-180.0,4.5,152.30953641538278
76,-180.0,5.5,155.67623927976612
77,-180.0,6.5,158.14430403991747
78,-180.0,7.0,153.03753312690048
79,-180.0,7.5,154.0339563107312
80,-180.0,8.0,154.68389100693145
81,-180.0,9.0,153.75511778307498
82,-180.0,9.5,155.3680203255742
83,-180.0,10.0,154.72746824536296
84,-180.0,10.5,156.44198508627693
85,-180.0,11.0,154.32232468414864
86,-180.0,11.5,153.0114064873336
87,-180.0,12.0,159.29168865085802
88,-180.0,12.5,151.82402021468698
89,-180.0,13.0,152.50694091902764
90,-180.0,13.5,154.19282360672253
91,-180.0,14.0,152.36560685790124
92,-180.0,14.5,153.2342158138857
93,-180.0,15.0,150.98679209779542
94,-180.0,15.5,161.86730167626007
95,-180.0,16.0,151.7883571989419
96,-180.0,16.5,150.14376115260958
97,-180.0,17.0,147.6138658836453
98,-180.0,18.5,153.4032307752467
99,-180.0,19.0,158.00190457313383
100,-180.0,19.5,148.42031263804975
101,-180.0,20.0,150.2199756547348
102,-180.0,20.5,149.0135449446897
103,-180.0,21.0,147.6821688923852
104,-180.0,21.5,151.87408319226262
105,-180.0,22.0,149.0259411110893
106,-180.0,22.5,160.59882554640672
107,-180.0,23.0,148.77236939769907
108,-180.0,23.5,148.1528570275799
109,-180.0,24.0,149.0966651533294
110,-180.0,24.5,156.04271651814955
111,-180.0,25.0,156.69105861456725
112,-180.0,25.5,147.4871293393647
113,-180.0,26.0,150.6752712723954
114,-180.0,26.5,150.4494922447734
115,-180.0,27.0,149.2718193807187
116,-180.0,27.5,150.35413688317686
117,-180.0,28.0,149.79045534591765
118,-180.0,28.5,149.48493624407052
119,-180.0,29.0,151.94147551367897
120,-180.0,29.5,153.62478346562776
121,-180.0,30.0,152.4696589970926
122,-180.0,30.5,152.73211424480095
123,-180.0,31.0,151.46606005911508
124,-180.0,31.5,152.95902170424682
125,-180.0,32.0,154.57683891562442
126,-180.0,32.5,152.0919347632152
127,-180.0,33.0,152.02597147165693
128,-180.0,33.5,151.5455744847123
129,-180.0,34.0,150.74996723170008
130,-180.0,35.0,152.37814254492687
131,-180.0,35.5,152.5171713223187
132,-180.0,36.0,150.03694149469212
133,-180.0,36.5,153.975794175646
134,-180.0,37.0,154.40529405399536
135,-180.0,37.5,157.16407580227443
136,-180.0,38.5,170.33980076641524
137,-179.5,-39.0,162.182533039608
138,-179.5,-38.5,162.33203796344608
139,-179.5,-37.5,158.74374814393846
140,-179.5,-37.0,154.30697390606085
141,-179.5,-36.5,155.63661297583187
142,-179.5,-36.0,149.66649713820343
143,-179.5,-35.5,150.0050542748793
144,-179.5,-35.0,151.28941804748018
145,-179.5,-34.5,154.29849889078125
146,-179.5,-34.0,150.27427416739002
147,-179.5,-33.5,147.82945158762155
148,-179.5,-33.0,157.46532616415305
149,-179.5,-32.5,152.8223706362166
150,-179.5,-32.0,155.00963642484396
151,-179.5,-31.5,161.20945382099876
152,-179.5,-31.0,181.6660702416454
153,-179.5,-30.5,153.5275692184081
154,-179.5,-30.0,150.9613858363486
155,-179.5,-29.5,149.73169216153295
156,-179.5,-29.0,150.25263050355088
157,-179.5,-28.5,148.97478244620763
158,-179.5,-28.0,149.20679472595594
159,-179.5,-27.5,148.22447631305076
160,-179.5,-27.0,159.09310022944018
161,-179.5,-26.5,153.31495472335862
162,-179.5,-26.0,150.3395329835821
163,-179.5,-25.5,148.23949117838404
164,-179.5,-25.0,151.18886586199332
165,-179.5,-24.5,152.78006729597317
166,-179.5,-24.0,154.15336075809796
167,-179.5,-23.5,154.09178017038693
168,-179.5,-23.0,156.54664108126764
169,-179.5,-22.5,149.4054451206195
170,-179.5,-22.0,147.13817255982244
171,-179.5,-21.5,148.28926352896897
172,-179.5,-21.0,155.12462183995146
173,-179.5,-20.5,149.24726079229086
174,-179.5,-20.0,148.19295248097754
175,-179.5,-19.5,149.0608398398075
176,-179.5,-18.5,151.22871849621026
177,-179.5,-18.0,151.44380345477123
178,-179.5,-17.5,151.318760454755
179,-179.5,-17.0,151.880441319597
180,-179.5,-16.5,150.63774609321226
181,-179.5,-16.0,149.84736868894265
182,-179.5,-15.5,153.9068404924092
183,-179.5,-15.0,176.17737293144577
184,-179.5,-14.5,161.11509628599893
185,-179.5,-14.0,162.98503446982102
186,-179.5,-13.0,160.07598282648897
187,-179.5,-12.5,153.51971104649502
188,-179.5,-12.0,152.68498739703875
189,-179.5,-11.5,152.3698222670134
190,-179.5,-11.0,153.14484112771288
191,-179.5,-10.5,151.61413155941867
192,-179.5,-10.0,151.59288254626554
193,-179.5,-9.5,152.18213271991706
194,-179.5,-9.0,155.25434701310218
195,-179.5,-8.5,155.27896416462505
196,-179.5,-8.0,157.45589637535215
197,-179.5,-7.5,157.62117450659065
198,-179.5,-7.0,155.45346481631486
199,-179.5,-6.5,154.23419030844858
200,-179.5,-6.0,154.81813186177123
201,-179.5,-5.5,153.3646926051228
202,-179.5,-5.0,154.66934117142495
203,-179.5,-4.5,153.63626419717053
204,-179.5,-4.0,155.22801278891373
205,-179.5,-3.5,154.4365468725679
206,-179.5,-3.0,153.37438547715638
207,-179.5,-2.5,152.41719635121098
208,-179.5,-2.0,152.3223062083531
209,-179.5,-1.5,151.76545573567267
210,-179.5,-1.0,151.09984551464206
211,-179.5,-0.5,154.0152556956062
212,-179.5,0.0,156.42227402233502
213,-179.5,0.5,154.50021867838015
214,-179.5,1.0,154.47856363973494
215,-179.5,1.5,155.55403384924765
216,-179.5,2.5,159.60152380755673
217,-179.5,3.0,147.88588828651507
218,-179.5,3.5,154.78614546322765
219,-179.5,4.0,153.7576852018311
220,-179.5,4.5,152.05198308176816
221,-179.5,5.0,153.79785830568608
222,-179.5,5.5,156.18686107932638
223,-179.5,6.0,158.3061638364204
224,-179.5,6.5,158.33493352473647
225,-179.5,7.5,155.2942304164133
226,-179.5,9.0,154.47537110606922
227,-179.5,9.5,155.20266625072404
228,-179.5,10.0,155.78283375048582
229,-179.5,10.5,155.01668952919556
230,-179.5,11.0,153.8737212881448
231,-179.5,11.5,158.18369709725783
232,-179.5,12.0,159.2019631447991
233,-179.5,12.5,153.2617149985318
234,-179.5,13.0,152.93272432363457
235,-179.5,13.5,152.20938205615914
236,-179.5,14.0,153.13400411997733
237,-179.5,14.5,153.81213238194636
238,-179.5,15.0,154.40417904263896
239,-179.5,15.5,168.3926211188939
240,-179.5,16.0,151.92795832288115
241,-179.5,16.5,150.98744671579175
242,-179.5,17.0,147.49098704686162
243,-179.5,18.5,160.32051614974466
244,-179.5,19.0,148.31155995405905
245,-179.5,19.5,151.7228746034262
246,-179.5,20.0,149.78953348559324
247,-179.5,20.5,150.66716913279168
248,-179.5,21.0,148.44438374609769
