,long,lat,sr
0,-180.0,-38.0,161.24323503619297
1,-180.0,-37.5,149.94671609329794
2,-180.0,-37.0,152.12157632609154
3,-180.0,-36.5,153.77404227337746
4,-180.0,-36.0,156.6879234039276
5,-180.0,-35.5,150.92875847258043
6,-180.0,-35.0,150.494560788703
7,-180.0,-34.5,151.83043403544002
8,-180.0,-34.0,154.32251505712838
9,-180.0,-33.5,149.13057714215356
10,-180.0,-33.0,148.35807281957548
11,-180.0,-32.5,147.860773976634
12,-180.0,-32.0,150.9522011004274
13,-180.0,-31.5,150.73175509211538
14,-180.0,-31.0,150.64774994514104
15,-180.0,-30.5,153.68854662541665
16,-180.0,-30.0,148.76398333284823
17,-180.0,-29.5,149.19989048770398
18,-180.0,-29.0,151.77390845702914
19,-180.0,-28.5,150.66003766225464
20,-180.0,-28.0,152.25552566014224
21,-180.0,-27.5,150.2294231107575
22,-180.0,-27.0,156.50117554013684
23,-180.0,-26.5,149.27677221902465
24,-180.0,-26.0,152.68231966590497
25,-180.0,-25.5,155.61844144015657
26,-180.0,-25.0,151.0090207262627
27,-180.0,-24.5,148.34831870413655
28,-180.0,-24.0,152.891051712768
29,-180.0,-23.5,151.0907949099047
30,-180.0,-23.0,152.9744891174771
31,-180.0,-22.5,160.0224136353098
32,-180.0,-22.0,153.13051908414965
33,-180.0,-21.5,150.29022382141306
34,-180.0,-21.0,150.19673438685396
35,-180.0,-20.0,149.57255511920744
36,-180.0,-19.5,152.05793726527682
37,-180.0,-19.0,148.37909822282592
38,-180.0,-18.5,147.77365444978454
39,-180.0,-18.0,148.83308778095594
40,-180.0,-17.5,148.4781321390757
41,-180.0,-16.5,146.1691753129027
42,-180.0,-16.0,146.73367735324226
43,-180.0,-15.5,150.0974101820426
44,-180.0,-15.0,158.27001261291454
45,-180.0,-14.0,147.7712628605162
46,-180.0,-13.5,146.59007474245865
47,-180.0,-13.0,147.5550985080093
48,-180.0,-12.0,147.92467725840794
49,-180.0,-11.5,146.5526087927718
50,-180.0,-11.0,149.41509845887273
51,-180.0,-10.5,147.32675210432683
52,-180.0,-10.0,150.34367205058797
53,-180.0,-9.5,150.5242940038887
54,-180.0,-9.0,149.32635187857736
55,-180.0,-8.5,151.3454388738026
56,-180.0,-8.0,149.25334291240148
57,-180.0,-7.5,149.46439103894923
58,-180.0,-7.0,147.68768409449584
59,-180.0,-6.5,148.52863485381553
60,-180.0,-6.0,157.27136713980815
61,-180.0,-5.5,149.36728495671989
62,-180.0,-5.0,157.01442956364755
63,-180.0,-4.5,153.82804235188658
64,-180.0,-4.0,150.64939355245085
65,-180.0,-3.5,157.37939735734693
66,-180.0,-3.0,149.69173701395994
67,-180.0,-2.5,154.82673752755665
68,-180.0,-2.0,154.8422952536819
69,-180.0,-1.5,150.86060061749833
70,-180.0,-1.0,152.6697044947904
71,-180.0,-0.5,151.9728629237119
72,-180.0,0.0,153.3842487118718
73,-180.0,0.5,151.1077041101377
74,-180.0,1.0,153.62511439196425
75,-180.0,3.0,149.20802048387972
76,-180.0,3.5,153.53218026098165
77,-180.0,4.5,151.49535287861318
78,-180.0,5.5,151.16773687402306
79,-180.0,6.0,148.8957115853734
80,-180.0,6.5,153.1990819786773
81,-180.0,7.0,148.48008680737385
82,-180.0,7.5,172.02562537846472
83,-180.0,8.0,154.5836418894796
84,-180.0,8.5,150.439662837601
85,-180.0,9.0,150.1605932310955
86,-180.0,10.0,149.20073524132704
87,-180.0,10.5,150.19005030373577
88,-180.0,11.5,148.61419355026166
89,-180.0,12.0,148.99178802347663
90,-180.0,12.5,157.377096008384
91,-180.0,13.0,151.89321384347582
92,-180.0,13.5,153.74466540455438
93,-180.0,14.0,149.4502163010517
94,-180.0,14.5,155.66507363430313
95,-180.0,16.0,150.64515426159664
96,-180.0,16.5,151.06381103050978
97,-180.0,17.0,151.1837866167805
98,-180.0,17.5,149.96271334019698
99,-180.0,18.0,151.0661517186
100,-180.0,18.5,162.53705585581469
101,-180.0,19.0,150.98677857416746
102,-180.0,19.5,148.2561605905423
103,-180.0,20.0,154.65349253041074
104,-180.0,20.5,152.3207413514142
105,-180.0,21.0,151.38063643795942
106,-180.0,21.5,148.6486002545221
107,-180.0,22.0,150.96093925711648
108,-180.0,22.5,161.5358575885751
109,-180.0,23.0,148.2576082229597
110,-180.0,23.5,157.51920255288516
111,-180.0,24.0,154.32326641239558
112,-180.0,24.5,150.674235890399
113,-180.0,25.0,159.45032907937923
114,-180.0,25.5,150.08803250916014
115,-180.0,26.0,158.14694857767043
116,-180.0,26.5,154.18196941506278
117,-180.0,27.0,149.46068700975033
118,-180.0,27.5,149.96311387803195
119,-180.0,28.0,150.92400814532417
120,-180.0,28.5,150.78118849429035
121,-180.0,29.0,152.38330341582983
122,-180.0,29.5,148.49981566687552
123,-180.0,30.0,154.70836236774173
124,-180.0,30.5,152.67138397421564
125,-180.0,31.0,152.45947664978326
126,-180.0,31.5,147.76313997475305
127,-180.0,32.0,151.67007620457048
128,-180.0,32.5,151.79971895681388
129,-180.0,33.0,155.657568035154
130,-180.0,33.5,161.1503610552977
131,-180.0,34.0,152.80455246065074
132,-180.0,34.5,154.69728282057562
133,-180.0,35.0,153.78399584850553
134,-180.0,35.5,151.861966629391
135,-180.0,36.0,148.06854723024284
136,-180.0,36.5,150.03984233346787
137,-180.0,41.5,178.1433482185606
138,-179.5,-38.0,160.57561159103156
139,-179.5,-37.5,150.03504108801494
140,-179.5,-37.0,153.01208326546066
141,-179.5,-36.5,154.1808063893968
142,-179.5,-36.0,156.61438374700572
143,-179.5,-35.5,150.98074608141127
