,long,lat,sr
0,-180.0,-36.5,153.56487105395334
1,-180.0,-36.0,150.53671105432295
2,-180.0,-35.5,156.715662665284
3,-180.0,-35.0,152.90630415867318
4,-180.0,-34.5,152.52692879019253
5,-180.0,-34.0,155.62300279486317
6,-180.0,-33.5,148.0870119691402
7,-180.0,-33.0,157.41787955881546
8,-180.0,-32.5,148.48985799977393
9,-180.0,-32.0,157.61851176976873
10,-180.0,-31.5,149.00933721137784
11,-180.0,-31.0,149.7276036868318
12,-180.0,-30.5,151.04892711212887
13,-180.0,-30.0,149.83251853324018
14,-180.0,-29.5,150.22674164877768
15,-180.0,-29.0,151.31178223357048
16,-180.0,-28.5,150.91493945394106
17,-180.0,-28.0,150.40808949090396
18,-180.0,-27.5,152.74934949594874
19,-180.0,-26.5,150.02466572011411
20,-180.0,-26.0,149.80111901212217
21,-180.0,-25.5,154.19751787472615
22,-180.0,-25.0,151.91720681730794
23,-180.0,-24.5,154.62974040708212
24,-180.0,-24.0,150.46471582439773
25,-180.0,-23.5,152.60349892865273
26,-180.0,-23.0,158.25529545577746
27,-180.0,-22.5,151.6451733447383
28,-180.0,-22.0,146.5503867107604
29,-180.0,-21.5,150.50024006703268
30,-180.0,-21.0,148.56756810272194
31,-180.0,-20.5,150.8564181001994
32,-180.0,-20.0,149.34189469396873
33,-180.0,-19.5,153.1024701641981
34,-180.0,-19.0,150.3161701049744
35,-180.0,-18.5,150.70393142989582
36,-180.0,-18.0,149.66123803256858
37,-180.0,-17.5,150.28457819338269
38,-180.0,-17.0,152.69293596632366
39,-180.0,-16.5,151.70055110280998
40,-180.0,-15.5,149.00483048612296
41,-180.0,-15.0,148.8029487364183
42,-180.0,-14.5,148.16558568914346
43,-180.0,-14.0,149.71889122336344
44,-180.0,-13.5,151.82569427730354
45,-180.0,-13.0,149.5826246118749
46,-180.0,-12.5,150.3538386752768
47,-180.0,-12.0,151.6552610811177
48,-180.0,-11.5,150.81850059251832
49,-180.0,-10.5,150.69618228964427
50,-180.0,-10.0,151.92192947084467
51,-180.0,-9.5,149.58277546526455
52,-180.0,-9.0,152.06211400292347
53,-180.0,-8.5,151.35691265875667
54,-180.0,-8.0,149.48708393927197
55,-180.0,-7.5,150.02875300805937
56,-180.0,-7.0,146.27601334736818
57,-180.0,-6.5,148.56222159874676
58,-180.0,-5.5,154.34008395702426
59,-180.0,-5.0,149.64707650421886
60,-180.0,-4.5,151.23643922475725
61,-180.0,-3.5,149.87777450573614
62,-180.0,-2.0,149.8349402565662
63,-180.0,-1.5,151.31713543027448
64,-180.0,-1.0,146.49389830942127
65,-180.0,-0.5,146.0726075638023
66,-180.0,0.0,160.39231415813595
67,-180.0,1.0,153.78779752811457
68,-180.0,2.0,148.0035770728581
69,-180.0,2.5,152.66705534031854
70,-180.0,3.5,153.46995579040467
71,-180.0,4.0,149.20824786570984
72,-180.0,4.5,150.2476997792719
73,-180.0,5.0,163.5578290120486
74,-180.0,5.5,149.53490287723753
75,-180.0,6.0,150.15745177442224
76,-180.0,7.0,147.7014592925921
77,-180.0,7.5,150.27599928167456
78,-180.0,8.0,149.75568063719106
79,-180.0,8.5,147.86460772078652
80,-180.0,9.0,149.60075457142062
81,-180.0,10.0,158.46444492416268
82,-180.0,10.5,149.34403660692078
83,-180.0,11.5,147.1848046426222
84,-180.0,12.0,147.5612358334926
85,-180.0,12.5,166.06453578749898
86,-180.0,13.5,144.27780844486952
87,-180.0,14.0,156.51366492790007
88,-180.0,14.5,146.08655805777664
89,-180.0,15.0,152.90214920529638
90,-180.0,15.5,150.84979038466585
91,-180.0,16.5,150.13946785340673
92,-180.0,17.5,151.5778363747522
93,-180.0,18.0,149.26614448355767
94,-180.0,18.5,150.820686422135
95,-180.0,19.0,148.63551193668167
96,-180.0,19.5,152.86030218975733
97,-180.0,20.0,154.42783875856512
98,-180.0,20.5,154.10948198233717
99,-180.0,21.0,158.39733801735488
100,-180.0,21.5,150.0007870962884
101,-180.0,22.0,150.4130616081885
102,-180.0,22.5,150.8506296854408
103,-180.0,23.0,151.18811749871892
104,-180.0,24.0,151.34342125320072
105,-180.0,24.5,150.48151303326878
106,-180.0,25.0,150.79814315010185
107,-180.0,25.5,161.9294961859821
108,-180.0,26.5,156.4123774319418
109,-180.0,27.0,158.96214859250028
110,-180.0,27.5,153.16991553687308
111,-180.0,28.0,155.61652598904902
112,-180.0,28.5,160.47164008193775
113,-180.0,29.0,145.64308115123234
114,-180.0,29.5,148.53791709902046
115,-180.0,30.0,147.59291316999824
116,-180.0,30.5,151.2671235646769
117,-180.0,31.0,149.47123746007955
118,-180.0,31.5,150.5189941896982
119,-180.0,32.0,152.59455556814092
120,-180.0,32.5,147.53486507140082
121,-180.0,33.0,148.8659253599445
122,-180.0,33.5,152.4274949385319
123,-180.0,34.0,151.2566777680306
124,-180.0,34.5,148.90321472587038
125,-180.0,35.0,150.0479912383902
126,-180.0,35.5,155.68595270803232
127,-180.0,36.0,157.49594310903348
128,-180.0,36.5,156.64223791608518
129,-180.0,37.0,147.68863685519958
130,-180.0,37.5,147.5630766157963
131,-179.5,-36.5,154.0860706585463
132,-179.5,-36.0,153.54533921670293
133,-179.5,-35.5,156.87039290212033
134,-179.5,-35.0,152.64019817628673
135,-179.5,-34.5,152.21783480609295
136,-179.5,-34.0,151.2878736835566
137,-179.5,-33.5,151.67268822090577
138,-179.5,-33.0,156.04561605336522
139,-179.5,-32.5,148.54404624271427
140,-179.5,-32.0,159.05503463522112
141,-179.5,-31.5,149.95921344665146
142,-179.5,-31.0,148.51299687507918
143,-179.5,-30.5,148.3551234527349
144,-179.5,-30.0,151.56297292822853
145,-179.5,-29.5,149.305799437063
146,-179.5,-29.0,150.9890130529272
147,-179.5,-28.5,150.42529206702233
148,-179.5,-28.0,151.28438138283434
149,-179.5,-27.5,152.80878955673631
150,-179.5,-27.0,151.16607600027262
151,-179.5,-26.5,154.18368678988446
152,-179.5,-26.0,150.20659967174515
153,-179.5,-25.5,154.1563894274949
154,-179.5,-25.0,152.0216963193501
155,-179.5,-24.5,152.45069816097737
156,-179.5,-24.0,147.56069234357304
157,-179.5,-23.5,152.70364518078802
158,-179.5,-23.0,152.61083045329787
159,-179.5,-22.5,148.05610186520502
160,-179.5,-22.0,147.6283927341061
161,-179.5,-21.5,150.6369782635939
162,-179.5,-21.0,149.21188205089055
163,-179.5,-20.5,150.32731465244277
164,-179.5,-20.0,152.70005491857103
165,-179.5,-19.5,153.0273910379083
166,-179.5,-19.0,150.29564558262467
167,-179.5,-18.5,149.69218073940382
168,-179.5,-17.5,150.0647997036612
169,-179.5,-16.5,149.1312737198673
170,-179.5,-16.0,148.50211412547063
171,-179.5,-15.5,148.3078687881991
172,-179.5,-15.0,147.92113662160506
173,-179.5,-14.5,151.67959107906563
174,-179.5,-14.0,149.3334302436584
175,-179.5,-13.5,151.50838277114372
176,-179.5,-13.0,148.34290373661307
177,-179.5,-12.5,150.81859770938954
178,-179.5,-12.0,152.3362764443007
179,-179.5,-11.5,151.3351283244496
180,-179.5,-11.0,151.73386823108515
181,-179.5,-10.5,149.41152866717414
182,-179.5,-10.0,150.56390478020165
183,-179.5,-9.5,151.90597455098154
184,-179.5,-9.0,149.72593084015185
185,-179.5,-8.5,150.94856850917625
186,-179.5,-8.0,147.0873901372453
187,-179.5,-7.5,150.89619015573382
188,-179.5,-7.0,146.6592827417933
189,-179.5,-6.5,148.75728947090138
190,-179.5,-6.0,148.8928150752762
191,-179.5,-5.5,148.05538191199665
192,-179.5,-5.0,148.0014848454974
193,-179.5,-4.5,151.34262389131368
194,-179.5,-3.5,149.39630510801607
195,-179.5,-3.0,149.83417316435566
196,-179.5,-2.5,145.27133197314967
197,-179.5,-2.0,147.18935024785347
198,-179.5,-1.5,157.63156085802297
199,-179.5,-1.0,148.13166595373855
200,-179.5,-0.5,160.12583093825535
201,-179.5,0.0,160.25068993054148
202,-179.5,1.0,153.7430443331678
203,-179.5,1.5,153.6314827937175
204,-179.5,2.0,149.2167863080181
205,-179.5,2.5,153.99023512121812
206,-179.5,3.0,154.13408703413154
207,-179.5,3.5,151.6340713129672
208,-179.5,4.0,151.4300206381936
209,-179.5,4.5,160.9563369873683
210,-179.5,5.0,151.86109657409904
211,-179.5,5.5,148.52026663926225
212,-179.5,6.0,150.1574990273338
213,-179.5,6.5,146.50982569913728
214,-179.5,7.0,148.46969866088625
215,-179.5,7.5,150.00630282825358
