,long,lat,sr
0,-180.0,-37.0,153.46843298236317
1,-180.0,-36.5,153.7006179253406
2,-180.0,-36.0,147.11069286342732
3,-180.0,-35.5,148.52277361600918
4,-180.0,-35.0,156.48225608133535
5,-180.0,-34.5,150.311140447207
6,-180.0,-34.0,149.74732910418396
7,-180.0,-33.5,149.28302887212783
8,-180.0,-32.5,155.5287338237653
9,-180.0,-32.0,145.93915195448793
10,-180.0,-31.5,152.0266670985869
11,-180.0,-31.0,149.55945645501072
12,-180.0,-30.5,157.65330967951292
13,-180.0,-30.0,146.03082823730855
14,-180.0,-29.5,147.51997785283638
15,-180.0,-29.0,151.23409313426183
16,-180.0,-28.5,161.4674754864303
17,-180.0,-28.0,146.9359315345298
18,-180.0,-27.5,147.16286243426768
19,-180.0,-27.0,151.3664045473433
20,-180.0,-26.5,149.9399768788889
21,-180.0,-26.0,151.9472346161457
22,-180.0,-25.5,151.78680569390465
23,-180.0,-25.0,151.36188558011335
24,-180.0,-23.5,147.8662727096772
25,-180.0,-23.0,150.2549109351218
26,-180.0,-22.5,149.39895677735655
27,-180.0,-21.5,149.3830324561891
28,-180.0,-21.0,148.07864292359832
29,-180.0,-20.5,147.7051066105915
30,-180.0,-20.0,147.09857161930606
31,-180.0,-19.5,149.93095269787622
32,-180.0,-19.0,149.77638159193899
33,-180.0,-18.5,150.8597928586555
34,-180.0,-18.0,150.57393182002897
35,-180.0,-17.5,150.62013523070684
36,-180.0,-17.0,151.1390870118913
37,-180.0,-16.5,150.58181145753
38,-180.0,-16.0,151.39642127967457
39,-180.0,-15.5,151.75587563022498
40,-180.0,-15.0,153.07658228635424
41,-180.0,-14.5,153.41482850956606
42,-180.0,-14.0,151.56207194670955
43,-180.0,-13.5,148.23656915223836
44,-180.0,-13.0,149.10793757302753
45,-180.0,-12.5,153.18749726340013
46,-180.0,-12.0,151.59183920674795
47,-180.0,-11.5,149.87276639239894
48,-180.0,-11.0,146.73711006022626
49,-180.0,-10.5,146.03707966252912
50,-180.0,-10.0,150.95127999553355
51,-180.0,-9.5,154.58253764369925
52,-180.0,-9.0,148.8306270794989
53,-180.0,-8.5,151.8939671126938
54,-180.0,-8.0,154.94361768690968
55,-180.0,-7.5,148.21636401984327
56,-180.0,-7.0,154.4382992331241
57,-180.0,-6.5,153.98382141374097
58,-180.0,-6.0,154.15358512552405
59,-180.0,-5.0,145.90610929455565
60,-180.0,-3.5,150.19833750797773
61,-180.0,-3.0,151.22484894787684
62,-180.0,-2.5,150.78108279399834
63,-180.0,-2.0,148.2148740640108
64,-180.0,-1.5,150.57301700232782
65,-180.0,-1.0,150.38012274987761
66,-180.0,-0.5,154.0293346588943
67,-180.0,0.0,152.0976964495663
68,-180.0,0.5,146.9454080342684
69,-180.0,1.0,148.09052234905636
70,-180.0,2.0,150.77680166503495
71,-180.0,2.5,150.33757840785145
72,-180.0,3.0,149.00745587829334
73,-180.0,4.0,147.2879849949817
74,-180.0,4.5,148.8461191686397
75,-180.0,5.0,149.31404254663389
76,-180.0,5.5,149.50860294180646
77,-180.0,6.0,148.97609905192857
78,-180.0,6.5,148.5619571357354
79,-180.0,8.0,152.40208861112305
80,-180.0,8.5,146.90879567349887
81,-180.0,9.0,149.33645426051345
82,-180.0,9.5,149.5009665968454
83,-180.0,10.0,148.5119897360338
84,-180.0,10.5,150.73617596426047
85,-180.0,11.0,150.52195129114097
86,-180.0,11.5,145.8980563636713
87,-180.0,12.0,147.11493215937708
88,-180.0,12.5,147.86221231615696
89,-180.0,13.0,151.36345754927146
90,-180.0,13.5,150.04913117342707
91,-180.0,14.0,147.22471980573332
92,-180.0,14.5,150.60937636563648
93,-180.0,15.0,154.14843877458705
94,-180.0,15.5,149.0078900585493
95,-180.0,16.0,149.48068095331317
96,-180.0,16.5,151.96586278993095
97,-180.0,17.0,151.98458012074366
98,-180.0,17.5,159.8016597282241
99,-180.0,18.0,152.18786460047806
100,-180.0,18.5,152.21499271629108
101,-180.0,19.5,147.2273473085057
102,-180.0,20.0,149.87710860939973
103,-180.0,20.5,148.13673386228888
104,-180.0,21.0,153.0477011533987
105,-180.0,21.5,152.63947197663228
106,-180.0,22.0,151.99825400301722
107,-180.0,22.5,155.7750206644276
108,-180.0,23.0,152.9024565556133
109,-180.0,23.5,149.6602367258901
110,-180.0,24.0,150.90056513487113
111,-180.0,24.5,150.23381479450958
112,-180.0,25.0,151.4247177332185
113,-180.0,25.5,150.2567269593822
114,-180.0,26.0,148.98365854172056
115,-180.0,26.5,153.70592985664723
116,-180.0,27.0,150.26531324225374
117,-180.0,27.5,153.49334364814084
118,-180.0,28.0,152.02339580765138
119,-180.0,28.5,151.758779972314
120,-180.0,29.0,157.46924413661034
121,-180.0,29.5,153.63350316718126
122,-180.0,30.0,155.05732861106924
123,-180.0,30.5,159.1052917844278
124,-180.0,31.5,155.32323349442018
125,-180.0,32.0,153.94296483861538
126,-180.0,32.5,152.88736058620168
127,-180.0,33.0,152.05385244858434
128,-180.0,33.5,156.12874556922128
129,-180.0,34.0,150.241040387108
130,-180.0,34.5,150.58066004862548
131,-180.0,35.0,151.10608833665637
132,-180.0,35.5,151.30825343444437
133,-180.0,36.0,155.24068206822582
134,-180.0,36.5,151.1591565090331
135,-180.0,37.0,163.53942834641285
136,-180.0,37.5,152.60511420698992
137,-179.5,-37.0,154.2194617320547
138,-179.5,-36.5,152.83390532142272
139,-179.5,-36.0,148.03336204835736
140,-179.5,-35.5,149.2126764199937
141,-179.5,-35.0,155.13537530592953
142,-179.5,-34.5,150.1010573955835
143,-179.5,-34.0,150.2562230753061
144,-179.5,-33.5,153.66303298923873
145,-179.5,-32.5,157.6876453738225
146,-179.5,-32.0,146.36042587914622
147,-179.5,-31.5,153.54351024540398
148,-179.5,-31.0,153.5961898110366
149,-179.5,-30.5,158.06065064022502
150,-179.5,-30.0,152.20174453171612
151,-179.5,-29.5,146.57819689277255
152,-179.5,-29.0,151.66243429563696
153,-179.5,-28.5,161.07255165355082
154,-179.5,-28.0,147.82121255544052
155,-179.5,-27.5,148.2366194683008
156,-179.5,-27.0,151.58535231332246
157,-179.5,-26.5,151.43979628788236
158,-179.5,-26.0,153.7593779206366
159,-179.5,-25.5,151.12297066812815
160,-179.5,-25.0,151.95951490960687
161,-179.5,-24.5,149.78963118346638
162,-179.5,-23.5,148.26696699858203
163,-179.5,-23.0,149.43627938936075
164,-179.5,-22.5,149.78428074930255
165,-179.5,-22.0,147.453745858762
166,-179.5,-21.5,149.24205276240025
167,-179.5,-21.0,147.70759513365562
168,-179.5,-20.5,147.51341286790594
169,-179.5,-20.0,147.3732581775023
170,-179.5,-19.5,149.35780352991455
171,-179.5,-19.0,148.9690494921523
172,-179.5,-18.5,149.81299829202925
173,-179.5,-18.0,148.50178307393577
174,-179.5,-17.5,151.25508603690258
175,-179.5,-17.0,151.64226898533155
