lat,long,smap_sm
19.5,-155.5,0.22462398
39.0,-123.0,0.14650013
39.0,-122.5,0.14223477
39.5,-122.5,0.16027091
40.0,-122.5,0.11929313
39.0,-122.0,0.19662726
39.5,-122.0,0.22143166
40.0,-122.0,0.12537216
37.5,-121.5,0.08498922
39.0,-121.5,0.17868835
39.5,-121.5,0.20185295
35.5,-121.0,0.076395534
36.0,-121.0,0.09719405
36.5,-121.0,0.090978324
37.0,-121.0,0.11982775
37.5,-121.0,0.14878191
38.0,-121.0,0.13439068
38.5,-121.0,0.12430148
39.0,-121.0,0.17763796
35.5,-120.5,0.06502258
36.0,-120.5,0.0750343
36.5,-120.5,0.12273593
37.0,-120.5,0.16554286
37.5,-120.5,0.124891125
35.0,-120.0,0.056570217
35.5,-120.0,0.06367158
36.0,-120.0,0.10489825
36.5,-120.0,0.15080488
37.5,-120.0,0.08974979
39.5,-120.0,0.09032731
40.0,-120.0,0.0751506
34.5,-119.5,0.097505
35.0,-119.5,0.07300219
35.5,-119.5,0.08855516
36.0,-119.5,0.17280173
36.5,-119.5,0.12442562
37.0,-119.5,0.08866726
38.0,-119.5,0.1661042
38.5,-119.5,0.08906343
39.0,-119.5,0.08719473
39.5,-119.5,0.08877362
34.5,-119.0,0.10498536
35.0,-119.0,0.097931854
35.5,-119.0,0.08306363
36.0,-119.0,0.10982849
36.5,-119.0,0.11610297
38.0,-119.0,0.15713575
38.5,-119.0,0.08447628
39.0,-119.0,0.06522397
39.5,-119.0,0.09235597
40.0,-119.0,0.0899718
35.5,-118.5,0.075430006
36.5,-118.5,0.1659774
38.0,-118.5,0.08046099
39.0,-118.5,0.07979657
39.5,-118.5,0.10630795
40.0,-118.5,0.109621964
38.0,-118.0,0.069416285
38.5,-118.0,0.05854678
39.0,-118.0,0.056464586
39.5,-118.0,0.08415203
40.0,-118.0,0.09878936
39.0,-117.5,0.06037852
39.5,-117.5,0.05660263
40.0,-117.5,0.044941183
39.5,-117.0,0.044695508
40.0,-117.0,0.040472873
25.0,-107.5,0.25422
27.0,-107.5,0.4513619
27.5,-107.5,0.36650681
24.5,-107.0,0.29563484
26.0,-107.0,0.52583754
26.5,-107.0,0.51405
27.0,-107.0,0.36119282
27.5,-107.0,0.31186333
28.0,-107.0,0.29790023
28.5,-107.0,0.3355527
29.0,-107.0,0.30576685
29.5,-107.0,0.2742699
26.0,-106.5,0.4455392
26.5,-106.5,0.42370528
27.0,-106.5,0.29832175
27.5,-106.5,0.2655546
28.0,-106.5,0.28718054
28.5,-106.5,0.29996854
29.0,-106.5,0.28297597
29.5,-106.5,0.22660273
30.0,-106.5,0.16412869
30.5,-106.5,0.15164557
31.0,-106.5,0.1275958
31.5,-106.5,0.1599618
25.0,-106.0,0.26755762
25.5,-106.0,0.27075773
26.0,-106.0,0.2694958
26.5,-106.0,0.3117162
27.0,-106.0,0.27430782
27.5,-106.0,0.20263284
28.0,-106.0,0.16844548
28.5,-106.0,0.16735727
29.0,-106.0,0.16011122
29.5,-106.0,0.17785825
30.0,-106.0,0.1480834
30.5,-106.0,0.12219766
31.0,-106.0,0.111718
31.5,-106.0,0.12242905
32.0,-106.0,0.13086884
32.5,-106.0,0.1437398
33.0,-106.0,0.22032614
33.5,-106.0,0.2455618
34.5,-106.0,0.11872879
35.0,-106.0,0.10494825
24.0,-105.5,0.3724455
24.5,-105.5,0.27442637
25.0,-105.5,0.18118286
25.5,-105.5,0.14338274
26.0,-105.5,0.13091269
26.5,-105.5,0.14790908
27.0,-105.5,0.18373635
28.0,-105.5,0.17158952
28.5,-105.5,0.15747273
29.0,-105.5,0.12947956
29.5,-105.5,0.15618795
30.5,-105.5,0.11458032
31.0,-105.5,0.10823963
31.5,-105.5,0.09189926
32.0,-105.5,0.13860694
32.5,-105.5,0.1359145
33.0,-105.5,0.18730056
33.5,-105.5,0.22022374
34.5,-105.5,0.10461722
35.0,-105.5,0.15860784
35.5,-105.5,0.1525698
22.0,-105.0,0.40724605
23.0,-105.0,0.46676013
23.5,-105.0,0.3739354
24.0,-105.0,0.25475448
24.5,-105.0,0.17429802
25.0,-105.0,0.15328452
25.5,-105.0,0.13078007
26.0,-105.0,0.10194435
26.5,-105.0,0.088135004
27.0,-105.0,0.13357425
27.5,-105.0,0.19570455
28.0,-105.0,0.1513027
28.5,-105.0,0.1424739
29.0,-105.0,0.12408931
29.5,-105.0,0.12418095
30.0,-105.0,0.121596396
30.5,-105.0,0.10092574
31.0,-105.0,0.102960356
31.5,-105.0,0.10437778
32.0,-105.0,0.1463062
32.5,-105.0,0.16108285
33.0,-105.0,0.122337595
33.5,-105.0,0.13151029
34.0,-105.0,0.100232095
34.5,-105.0,0.12425319
35.5,-105.0,0.13297318
36.0,-105.0,0.12417279
36.5,-105.0,0.15992706
37.0,-105.0,0.1898272
37.5,-105.0,0.17412536
38.0,-105.0,0.10754703
38.5,-105.0,0.12255991
39.0,-105.0,0.13158585
20.0,-104.5,0.44265696
20.5,-104.5,0.45176315
21.5,-104.5,0.4812176
22.0,-104.5,0.3304333
22.5,-104.5,0.32870477
23.0,-104.5,0.385332
23.5,-104.5,0.26659366
24.0,-104.5,0.2469738
25.0,-104.5,0.12578554
25.5,-104.5,0.106924795
26.0,-104.5,0.08614023
26.5,-104.5,0.08966837
27.0,-104.5,0.10536784
27.5,-104.5,0.11568746
28.0,-104.5,0.10418382
28.5,-104.5,0.10967283
29.0,-104.5,0.121332765
29.5,-104.5,0.120363444
30.0,-104.5,0.113835774
30.5,-104.5,0.115465805
31.0,-104.5,0.11366696
31.5,-104.5,0.11224794
32.0,-104.5,0.12398317
32.5,-104.5,0.18853593
33.0,-104.5,0.16022497
33.5,-104.5,0.13950004
34.5,-104.5,0.14813127
35.5,-104.5,0.09063344
36.0,-104.5,0.1116601
36.5,-104.5,0.11666518
37.0,-104.5,0.12880898
37.5,-104.5,0.13891074
38.0,-104.5,0.109824
38.5,-104.5,0.089661196
39.0,-104.5,0.09604867
39.5,-104.5,0.07804674
40.0,-104.5,0.079460286
19.5,-104.0,0.3212717
20.0,-104.0,0.36067018
20.5,-104.0,0.45685965
21.5,-104.0,0.3776556
22.0,-104.0,0.33365947
22.5,-104.0,0.2842898
23.0,-104.0,0.2694038
23.5,-104.0,0.3153401
24.0,-104.0,0.23899427
25.0,-104.0,0.114735864
25.5,-104.0,0.13246371
26.0,-104.0,0.09565775
26.5,-104.0,0.0889924
27.0,-104.0,0.096362494
27.5,-104.0,0.098382816
28.0,-104.0,0.0976484
28.5,-104.0,0.09548073
29.0,-104.0,0.13123919
29.5,-104.0,0.13248539
30.0,-104.0,0.11396477
30.5,-104.0,0.13403973
31.0,-104.0,0.14352104
31.5,-104.0,0.13628778
32.5,-104.0,0.13510473
33.0,-104.0,0.14968982
34.5,-104.0,0.18427953
35.0,-104.0,0.1658156
35.5,-104.0,0.12291817
36.0,-104.0,0.1526637
36.5,-104.0,0.1692865
37.0,-104.0,0.123513415
37.5,-104.0,0.12827699
38.0,-104.0,0.093590334
38.5,-104.0,0.07522363
39.0,-104.0,0.09417531
39.5,-104.0,0.08420194
40.0,-104.0,0.077445336
19.0,-103.5,0.38546142
20.0,-103.5,0.37415352
20.5,-103.5,0.42861697
21.0,-103.5,0.43291447
21.5,-103.5,0.3977056
22.0,-103.5,0.2946023
22.5,-103.5,0.26498196
23.0,-103.5,0.2564142
23.5,-103.5,0.2361036
24.0,-103.5,0.20848192
24.5,-103.5,0.17980123
25.0,-103.5,0.13039044
26.0,-103.5,0.09377614
26.5,-103.5,0.08990373
27.0,-103.5,0.091706246
27.5,-103.5,0.096661985
28.0,-103.5,0.09660563
28.5,-103.5,0.11518334
29.0,-103.5,0.14383155
29.5,-103.5,0.1320368
30.0,-103.5,0.14312375
30.5,-103.5,0.14135374
31.0,-103.5,0.1439347
31.5,-103.5,0.14265105
32.0,-103.5,0.06425092
32.5,-103.5,0.05737491
33.0,-103.5,0.060181
33.5,-103.5,0.106297456
34.0,-103.5,0.11338895
34.5,-103.5,0.17852712
35.0,-103.5,0.1826188
36.5,-103.5,0.17359382
37.0,-103.5,0.1488708
37.5,-103.5,0.1457983
38.0,-103.5,0.097799264
38.5,-103.5,0.08692849
39.0,-103.5,0.098834746
39.5,-103.5,0.10616817
40.0,-103.5,0.08218218
19.0,-103.0,0.2731895
19.5,-103.0,0.34526318
20.0,-103.0,0.3196238
20.5,-103.0,0.3786033
21.0,-103.0,0.42189503
21.5,-103.0,0.3330189
22.0,-103.0,0.24581504
22.5,-103.0,0.15963179
23.0,-103.0,0.112379804
23.5,-103.0,0.10668942
24.0,-103.0,0.1336751
24.5,-103.0,0.19408311
25.0,-103.0,0.15601358
25.5,-103.0,0.091460556
26.0,-103.0,0.091931045
26.5,-103.0,0.11217296
27.0,-103.0,0.107253276
27.5,-103.0,0.10489073
28.0,-103.0,0.11362149
28.5,-103.0,0.14076622
29.0,-103.0,0.19785719
29.5,-103.0,0.16298276
30.0,-103.0,0.15784115
30.5,-103.0,0.17247093
31.0,-103.0,0.13799874
31.5,-103.0,0.10092149
32.0,-103.0,0.048537627
32.5,-103.0,0.044999003
33.0,-103.0,0.048172455
33.5,-103.0,0.05346766
34.0,-103.0,0.08206679
34.5,-103.0,0.12000994
35.0,-103.0,0.17704712
35.5,-103.0,0.1451754
36.0,-103.0,0.1622397
36.5,-103.0,0.16412306
37.0,-103.0,0.17217162
37.5,-103.0,0.18628639
38.0,-103.0,0.158611
38.5,-103.0,0.13883843
39.0,-103.0,0.13839625
39.5,-103.0,0.1408722
40.0,-103.0,0.07790248
19.0,-102.5,0.25605398
19.5,-102.5,0.41371652
20.0,-102.5,0.3712839
20.5,-102.5,0.4167478
21.0,-102.5,0.41183645
21.5,-102.5,0.2772359
22.0,-102.5,0.18799609
22.5,-102.5,0.121664315
23.0,-102.5,0.09280154
23.5,-102.5,0.07662026
24.0,-102.5,0.091055244
24.5,-102.5,0.13917619
25.0,-102.5,0.15488008
25.5,-102.5,0.09701269
26.0,-102.5,0.09754112
26.5,-102.5,0.09941171
27.0,-102.5,0.10253543
27.5,-102.5,0.112844795
28.0,-102.5,0.10560016
28.5,-102.5,0.13349591
29.0,-102.5,0.20887865
29.5,-102.5,0.17456946
30.0,-102.5,0.18039212
30.5,-102.5,0.23016813
31.0,-102.5,0.13621949
31.5,-102.5,0.06702375
32.5,-102.5,0.04707934
33.0,-102.5,0.049260654
33.5,-102.5,0.055666268
34.0,-102.5,0.07669539
34.5,-102.5,0.08951317
35.0,-102.5,0.13389237
35.5,-102.5,0.12473436
36.0,-102.5,0.17766164
36.5,-102.5,0.21025401
37.0,-102.5,0.17364658
38.0,-102.5,0.24044205
39.0,-102.5,0.23545006
39.5,-102.5,0.2101912
40.0,-102.5,0.13840851
18.0,-102.0,0.33145994
18.5,-102.0,0.19662498
19.0,-102.0,0.23823147
19.5,-102.0,0.44537273
20.0,-102.0,0.44283292
20.5,-102.0,0.35780913
21.0,-102.0,0.36218035
21.5,-102.0,0.22238377
22.0,-102.0,0.12086865
22.5,-102.0,0.1019591
23.0,-102.0,0.07604801
23.5,-102.0,0.07578128
24.0,-102.0,0.08505751
24.5,-102.0,0.1010903
25.0,-102.0,0.11140772
25.5,-102.0,0.10143161
26.0,-102.0,0.10459248
26.5,-102.0,0.1110248
27.0,-102.0,0.11270204
27.5,-102.0,0.10488552
28.0,-102.0,0.1297569
